 0.270082	  0.423760	  0.687127	
 0.274041	  0.425485	  0.685771	
 0.278000	  0.427153	  0.684355	
 0.281959	  0.428762	  0.682879	
 0.285918	  0.430314	  0.681346	
 0.289877	  0.431808	  0.679754	
 0.293836	  0.433247	  0.678105	
 0.297795	  0.434630	  0.676400	
 0.301753	  0.435959	  0.674639	
 0.305712	  0.437232	  0.672823	
 0.309671	  0.438452	  0.670953	
 0.313630	  0.439619	  0.669029	
 0.317589	  0.440733	  0.667053	
 0.321548	  0.441796	  0.665024	
 0.325507	  0.442807	  0.662943	
 0.329466	  0.443767	  0.660812	
 0.333425	  0.444677	  0.658630	
 0.337384	  0.445537	  0.656399	
 0.341343	  0.446349	  0.654120	
 0.345302	  0.447112	  0.651792	
 0.349261	  0.447827	  0.649417	
 0.353220	  0.448496	  0.646996	
 0.357179	  0.449117	  0.644528	
 0.361137	  0.449693	  0.642016	
 0.365096	  0.450224	  0.639459	
 0.369055	  0.450709	  0.636858	
 0.373014	  0.451151	  0.634213	
 0.376973	  0.451549	  0.631527	
 0.380932	  0.451904	  0.628799	
 0.384891	  0.452217	  0.626029	
 0.388850	  0.452488	  0.623220	
 0.392809	  0.452718	  0.620370	
 0.396768	  0.452908	  0.617482	
 0.400727	  0.453057	  0.614556	
 0.404686	  0.453168	  0.611592	
 0.408645	  0.453239	  0.608591	
 0.412604	  0.453273	  0.605554	
 0.416563	  0.453269	  0.602482	
 0.420522	  0.453228	  0.599375	
 0.424480	  0.453151	  0.596234	
 0.428439	  0.453038	  0.593060	
 0.432398	  0.452890	  0.589853	
 0.436357	  0.452708	  0.586614	
 0.440316	  0.452492	  0.583344	
 0.444275	  0.452243	  0.580043	
 0.448234	  0.451960	  0.576713	
 0.452193	  0.451646	  0.573353	
 0.456152	  0.451301	  0.569965	
 0.460111	  0.450924	  0.566550	
 0.464070	  0.450518	  0.563107	
 0.468029	  0.450081	  0.559638	
 0.471988	  0.449616	  0.556144	
 0.475947	  0.449122	  0.552624	
 0.479906	  0.448601	  0.549080	
 0.483864	  0.448052	  0.545513	
 0.487823	  0.447476	  0.541923	
 0.491782	  0.446875	  0.538311	
 0.495741	  0.446248	  0.534677	
 0.499700	  0.445596	  0.531023	
 0.503659	  0.444920	  0.527349	
 0.507618	  0.444221	  0.523655	
 0.511577	  0.443498	  0.519943	
 0.515536	  0.442753	  0.516213	
 0.519495	  0.441987	  0.512466	
 0.523454	  0.441199	  0.508703	
 0.527413	  0.440390	  0.504923	
 0.531372	  0.439562	  0.501129	
 0.535331	  0.438714	  0.497320	
 0.539290	  0.437848	  0.493497	
 0.543248	  0.436963	  0.489662	
 0.547207	  0.436060	  0.485814	
 0.551166	  0.435141	  0.481955	
 0.555125	  0.434205	  0.478085	
 0.559084	  0.433254	  0.474205	
 0.563043	  0.432287	  0.470316	
 0.567002	  0.431306	  0.466418	
 0.570961	  0.430311	  0.462511	
 0.574920	  0.429303	  0.458598	
 0.578879	  0.428282	  0.454678	
 0.582838	  0.427248	  0.450753	
 0.586797	  0.426203	  0.446822	
 0.590756	  0.425148	  0.442887	
 0.594715	  0.424082	  0.438948	
 0.598674	  0.423006	  0.435007	
 0.602633	  0.421921	  0.431063	
 0.606591	  0.420827	  0.427118	
 0.610550	  0.419726	  0.423172	
 0.614509	  0.418617	  0.419226	
 0.618468	  0.417502	  0.415282	
 0.622427	  0.416381	  0.411338	
 0.626386	  0.415254	  0.407397	
 0.630345	  0.414122	  0.403459	
 0.634304	  0.412986	  0.399525	
 0.638263	  0.411846	  0.395596	
 0.642222	  0.410703	  0.391672	
 0.646181	  0.409557	  0.387755	
 0.650140	  0.408410	  0.383844	
 0.654099	  0.407262	  0.379942	
 0.658058	  0.406112	  0.376048	
 0.662017	  0.404963	  0.372163	
 0.665975	  0.403814	  0.368289	
 0.669934	  0.402667	  0.364426	
 0.673893	  0.401521	  0.360576	
 0.677852	  0.400377	  0.356738	
 0.681811	  0.399237	  0.352914	
 0.685770	  0.398100	  0.349105	
 0.689729	  0.396967	  0.345312	
 0.693688	  0.395839	  0.341535	
 0.697647	  0.394716	  0.337777	
 0.701606	  0.393600	  0.334037	
 0.705565	  0.392489	  0.330317	
 0.709524	  0.391386	  0.326617	
 0.713483	  0.390291	  0.322940	
 0.717442	  0.389204	  0.319285	
 0.721401	  0.388127	  0.315655	
 0.725359	  0.387058	  0.312050	
 0.729318	  0.386000	  0.308472	
 0.733277	  0.384953	  0.304922	
 0.737236	  0.383917	  0.301401	
 0.741195	  0.382893	  0.297910	
 0.745154	  0.381882	  0.294451	
 0.749113	  0.380884	  0.291025	
 0.753072	  0.379900	  0.287634	
 0.757031	  0.378930	  0.284279	
 0.760990	  0.377975	  0.280962	
 0.764949	  0.377036	  0.277685	
 0.768908	  0.376113	  0.274448	
 0.772867	  0.375207	  0.271254	
 0.776826	  0.374319	  0.268104	
 0.780785	  0.373448	  0.265000	
 0.784744	  0.372596	  0.261943	
 0.788702	  0.371763	  0.258936	
 0.792661	  0.370950	  0.255981	
 0.796620	  0.370158	  0.253078	
 0.800579	  0.369387	  0.250230	
 0.804538	  0.368637	  0.247438	
 0.808497	  0.367910	  0.244704	
 0.812456	  0.367205	  0.242029	
 0.816415	  0.366524	  0.239415	
 0.820374	  0.365867	  0.236864	
 0.824333	  0.365235	  0.234375	
 0.828292	  0.364628	  0.231950	
 0.832251	  0.364047	  0.229590	
 0.836210	  0.363492	  0.227294	
 0.840169	  0.362964	  0.225063	
 0.844128	  0.362465	  0.222894	
