 0.270082	  0.454962	  0.709224	
 0.274041	  0.454414	  0.705909	
 0.278000	  0.453867	  0.702594	
 0.281959	  0.453320	  0.699279	
 0.285918	  0.452772	  0.695964	
 0.289877	  0.452225	  0.692649	
 0.293836	  0.451677	  0.689334	
 0.297795	  0.451130	  0.686019	
 0.301753	  0.450583	  0.682704	
 0.305712	  0.450035	  0.679389	
 0.309671	  0.449488	  0.676074	
 0.313630	  0.448941	  0.672758	
 0.317589	  0.448393	  0.669443	
 0.321548	  0.447846	  0.666128	
 0.325507	  0.447298	  0.662813	
 0.329466	  0.446751	  0.659498	
 0.333425	  0.446204	  0.656183	
 0.337384	  0.445656	  0.652868	
 0.341343	  0.445109	  0.649553	
 0.345302	  0.444561	  0.646238	
 0.349261	  0.444014	  0.642923	
 0.353220	  0.443467	  0.639608	
 0.357179	  0.442919	  0.636293	
 0.361137	  0.442372	  0.632978	
 0.365096	  0.441824	  0.629663	
 0.369055	  0.441277	  0.626348	
 0.373014	  0.440730	  0.623033	
 0.376973	  0.440182	  0.619718	
 0.380932	  0.439635	  0.616403	
 0.384891	  0.439087	  0.613088	
 0.388850	  0.438540	  0.609773	
 0.392809	  0.437993	  0.606458	
 0.396768	  0.437445	  0.603143	
 0.400727	  0.436898	  0.599828	
 0.404686	  0.436350	  0.596513	
 0.408645	  0.435803	  0.593198	
 0.412604	  0.435256	  0.589883	
 0.416563	  0.434708	  0.586568	
 0.420522	  0.434161	  0.583253	
 0.424480	  0.433613	  0.579938	
 0.428439	  0.433066	  0.576623	
 0.432398	  0.432519	  0.573308	
 0.436357	  0.431971	  0.569993	
 0.440316	  0.431424	  0.566678	
 0.444275	  0.430876	  0.563363	
 0.448234	  0.430329	  0.560048	
 0.452193	  0.429782	  0.556733	
 0.456152	  0.429234	  0.553418	
 0.460111	  0.428687	  0.550103	
 0.464070	  0.428139	  0.546788	
 0.468029	  0.427592	  0.543473	
 0.471988	  0.427045	  0.540158	
 0.475947	  0.426497	  0.536843	
 0.479906	  0.425950	  0.533528	
 0.483864	  0.425402	  0.530213	
 0.487823	  0.424855	  0.526898	
 0.491782	  0.424308	  0.523583	
 0.495741	  0.423760	  0.520267	
 0.499700	  0.423213	  0.516952	
 0.503659	  0.422665	  0.513637	
 0.507618	  0.422118	  0.510322	
 0.511577	  0.421571	  0.507007	
 0.515536	  0.421023	  0.503692	
